step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
236,TRANSFER,459664.4,C638019835,38771.72,0.0,C1511400623,2433054.56,2892718.96,0,0
469,TRANSFER,1009540.95,C451566913,61244.0,0.0,C691944342,387401.43,1396942.39,0,0
378,CASH_OUT,244704.89,C1190874234,2250.19,0.0,C2112437246,6023690.51,6268395.39,0,0
22,PAYMENT,339.0,C1119831967,44510.0,44171.0,M1016035897,0.0,0.0,0,0
18,CASH_OUT,35129.66,C653258712,31641.0,0.0,C895874565,50317.0,85446.66,0,0
180,CASH_OUT,255795.05,C1325016130,10783.0,0.0,C1069982970,51942.11,307737.16,0,0
348,CASH_IN,86390.75,C1704579809,429164.19,515554.94,C1680604334,288783.6,202392.85,0,0
400,CASH_IN,61550.54,C1747746694,3025888.42,3087438.96,C401148995,1.380357133E7,1.374202078E7,0,0
187,CASH_OUT,67252.72,C445656549,48125.0,0.0,C497817537,542245.75,609498.47,0,0
14,TRANSFER,292455.78,C1304477378,113751.0,0.0,C657385546,3256.32,295712.1,0,0
230,PAYMENT,4652.03,C1350450046,99092.0,94439.97,M551361653,0.0,0.0,0,0
236,CASH_OUT,86274.22,C460916771,0.0,0.0,C1034839888,666271.08,752545.31,0,0
587,CASH_IN,471015.33,C89784011,71998.0,543013.33,C1199488808,0.0,0.0,0,0
303,PAYMENT,30797.42,C385527941,0.0,0.0,M63662807,0.0,0.0,0,0
514,TRANSFER,909108.7,C1076701962,0.0,0.0,C574155523,6333099.32,7242208.01,0,0
325,PAYMENT,17335.58,C1980499132,1071.0,0.0,M1824841343,0.0,0.0,0,0
43,PAYMENT,119.29,C1143190554,10660.0,10540.71,M1562509250,0.0,0.0,0,0
208,PAYMENT,3670.15,C128546561,0.0,0.0,M412194661,0.0,0.0,0,0
401,PAYMENT,24046.09,C1740343500,21534.0,0.0,M1960295288,0.0,0.0,0,0
403,CASH_OUT,146868.8,C1800469469,0.0,0.0,C2117980895,1087307.97,1234176.76,0,0
282,CASH_OUT,44682.82,C972834202,52336.0,7653.18,C780432470,0.0,44682.82,0,0
310,PAYMENT,1081.9,C2065205920,0.0,0.0,M723331595,0.0,0.0,0,0
360,CASH_OUT,99389.74,C1698530645,0.0,0.0,C764418432,297193.99,396583.73,0,0
17,PAYMENT,1829.81,C306628598,205817.94,203988.13,M1224743197,0.0,0.0,0,0
209,CASH_IN,110715.8,C991572300,1.160137919E7,1.1712095E7,C1529672248,250451.53,139735.73,0,0
451,TRANSFER,118994.28,C1098818180,1263.0,0.0,C1505164022,0.0,118994.28,0,0
236,CASH_OUT,242877.44,C1908440366,103.0,0.0,C1214722365,78769.15,321646.59,0,0
15,TRANSFER,472862.38,C1404025977,0.0,0.0,C53818600,494284.21,967146.59,0,0
185,CASH_OUT,194751.06,C1300908371,31172.0,0.0,C1584182635,122119.43,316870.49,0,0
162,PAYMENT,16889.99,C417317253,50262.0,33372.01,M1509502315,0.0,0.0,0,0
378,PAYMENT,6499.1,C164575978,29720.0,23220.9,M381596939,0.0,0.0,0,0
230,CASH_OUT,103812.19,C1346124428,0.0,0.0,C1443244591,247869.61,351681.8,0,0
235,PAYMENT,12138.56,C153379964,65791.33,53652.77,M869951088,0.0,0.0,0,0
261,TRANSFER,278451.37,C1266604003,0.0,0.0,C1221806958,327833.14,606284.51,0,0
121,CASH_IN,80333.88,C1233985133,3047507.8,3127841.68,C1801667630,936173.34,855839.46,0,0
379,PAYMENT,24163.43,C1600131955,0.0,0.0,M2066404748,0.0,0.0,0,0
132,CASH_OUT,143777.84,C1717728486,0.0,0.0,C180037483,222937.44,366715.28,0,0
345,CASH_OUT,39996.97,C160628726,0.0,0.0,C722051277,638613.72,678610.7,0,0
306,CASH_OUT,190038.68,C689965252,6511.0,0.0,C1473770021,3105603.99,3295642.67,0,0
404,CASH_IN,108809.61,C750630778,41711.0,150520.61,C1775998966,1096058.56,987248.96,0,0
17,CASH_OUT,225460.6,C1948473287,0.0,0.0,C1255395942,4212691.56,4438152.16,0,0
355,CASH_OUT,151147.77,C1824615048,0.0,0.0,C1787586552,245239.06,396386.84,0,0
301,CASH_OUT,128497.65,C102795989,0.0,0.0,C1019183458,1805524.5,1934022.15,0,0
275,PAYMENT,2376.91,C1540055024,4218.0,1841.09,M87904983,0.0,0.0,0,0
375,CASH_OUT,131000.19,C195956746,0.0,0.0,C1137585847,223212.12,354212.31,0,0
253,CASH_OUT,29786.94,C230758290,0.0,0.0,C1054509610,2601975.46,2631762.4,0,0
307,CASH_OUT,172046.95,C240461001,163967.0,0.0,C935193565,23981.87,196028.81,0,0
139,CASH_OUT,70583.63,C1233346758,0.0,0.0,C1030366715,170014.7,240598.32,0,0
402,CASH_IN,83230.05,C1065691410,6529913.32,6613143.38,C474875983,140844.92,57614.87,0,0
277,CASH_OUT,108892.13,C934664100,0.0,0.0,C100581945,1872239.85,1981131.98,0,0
311,CASH_OUT,192031.14,C1153276823,0.0,0.0,C2145942542,1.139050982E7,1.158254095E7,0,0
379,PAYMENT,34659.06,C1083899064,0.0,0.0,M586647606,0.0,0.0,0,0
212,PAYMENT,10151.45,C232695268,189013.4,178861.94,M1380263673,0.0,0.0,0,0
141,PAYMENT,1849.03,C1215816359,7475.48,5626.45,M407245350,0.0,0.0,0,0
252,TRANSFER,1016871.78,C711824232,25604.0,0.0,C1813258407,101989.0,1118860.77,0,0
265,CASH_OUT,77859.37,C507351237,0.0,0.0,C525851101,1810003.05,1887862.42,0,0
544,PAYMENT,3897.26,C1278839998,0.0,0.0,M1575459643,0.0,0.0,0,0
359,CASH_IN,208236.33,C1970287389,7878710.61,8086946.94,C2064685067,398047.94,189811.61,0,0
254,PAYMENT,5921.88,C456482895,0.0,0.0,M1747365736,0.0,0.0,0,0
36,CASH_IN,142713.49,C1623206651,23776.0,166489.49,C1813602314,68136.64,0.0,0,0
349,TRANSFER,1546946.13,C927868211,1043.0,0.0,C1526717156,261557.68,1808503.81,0,0
131,PAYMENT,33287.09,C1458126458,40439.44,7152.35,M1710919891,0.0,0.0,0,0
402,CASH_OUT,90736.12,C1924305055,0.0,0.0,C1056356708,2162157.67,2252893.79,0,0
402,TRANSFER,61847.45,C987441451,11483.49,0.0,C1076091729,275589.52,337436.97,0,0
349,CASH_OUT,314625.69,C1282596334,3648.0,0.0,C776889748,413107.15,727732.84,0,0
208,CASH_OUT,107812.69,C246062824,10717.0,0.0,C1382282582,0.0,107812.69,0,0
255,PAYMENT,5349.05,C1749923490,182.0,0.0,M1554616085,0.0,0.0,0,0
396,PAYMENT,14558.24,C955533801,44730.13,30171.88,M143730810,0.0,0.0,0,0
374,CASH_OUT,281954.63,C79245503,0.0,0.0,C237276823,2074942.92,2356897.55,0,0
329,CASH_OUT,172349.53,C198666308,314411.0,142061.47,C2114062724,0.0,172349.53,0,0
15,PAYMENT,36731.17,C752770302,1668445.89,1631714.72,M1911886899,0.0,0.0,0,0
396,PAYMENT,30185.84,C377053343,0.0,0.0,M1959500798,0.0,0.0,0,0
308,CASH_IN,245744.29,C1972201682,874.0,246618.29,C1834136805,0.0,0.0,0,0
255,PAYMENT,961.11,C1845971693,41061.0,40099.89,M1702234331,0.0,0.0,0,0
46,PAYMENT,4973.54,C1369134492,17156.0,12182.46,M1306029470,0.0,0.0,0,0
206,CASH_OUT,96734.06,C382390930,46050.0,0.0,C1921732736,949202.48,1045936.54,0,0
15,CASH_OUT,41369.12,C1283383544,257029.07,215659.95,C531014066,152739.37,194108.5,0,0
11,TRANSFER,787185.59,C1181618911,0.0,0.0,C218193338,1540567.83,2327753.42,0,0
48,PAYMENT,737.89,C1136344871,50725.0,49987.11,M1327829988,0.0,0.0,0,0
281,PAYMENT,16104.1,C1947344242,20617.0,4512.9,M2109482443,0.0,0.0,0,0
249,CASH_OUT,75949.03,C1161278860,241.0,0.0,C473786920,727669.8,803618.83,0,0
203,CASH_OUT,134334.03,C1274349831,163635.02,29300.99,C363123856,455753.46,590087.48,0,0
204,PAYMENT,10075.23,C133405310,0.0,0.0,M2118545821,0.0,0.0,0,0
45,PAYMENT,7168.75,C1883933987,31030.0,23861.25,M136839179,0.0,0.0,0,0
255,CASH_IN,297482.84,C369435526,151815.09,449297.94,C804746699,693327.8,395844.96,0,0
43,CASH_OUT,284885.36,C196617414,0.0,0.0,C1828135780,929710.75,1214596.11,0,0
393,TRANSFER,2186249.0,C1423824132,6321.0,0.0,C123866053,0.0,2186249.0,0,0
178,CASH_IN,100012.31,C1412367035,19472.0,119484.31,C47284817,0.0,0.0,0,0
8,CASH_OUT,91117.77,C415884912,0.0,0.0,C461640598,1.010777115E7,1.154784568E7,0,0
355,PAYMENT,2971.48,C1102500024,54615.22,51643.74,M249891113,0.0,0.0,0,0
251,CASH_IN,401151.23,C1503370477,4012.0,405163.23,C1828446008,339435.97,0.0,0,0
377,CASH_IN,121289.22,C596871833,30114.0,151403.22,C796302496,6905101.68,6783812.46,0,0
186,CASH_OUT,196346.1,C324647270,20877.0,0.0,C1968109910,1500996.39,1697342.5,0,0
308,CASH_OUT,218609.26,C1228389993,0.0,0.0,C1156118363,1780538.55,1999147.81,0,0
307,CASH_IN,189754.58,C792463579,643.0,190397.58,C590333606,4479808.86,4290054.28,0,0
161,PAYMENT,12137.99,C1665030634,31559.0,19421.01,M1009496071,0.0,0.0,0,0
328,PAYMENT,16804.5,C894732454,0.0,0.0,M2116696237,0.0,0.0,0,0
397,PAYMENT,22203.93,C2064683165,0.0,0.0,M1578097089,0.0,0.0,0,0
189,PAYMENT,16788.23,C424350129,20554.0,3765.77,M1858312421,0.0,0.0,0,0
284,PAYMENT,2322.09,C345953478,0.0,0.0,M596347638,0.0,0.0,0,0
177,PAYMENT,14764.39,C702825305,117901.36,103136.98,M861955370,0.0,0.0,0,0
213,CASH_IN,408408.6,C419955686,1.12402576E7,1.164866619E7,C1343134099,2620135.28,2211726.68,0,0
15,CASH_OUT,317308.08,C926143249,0.0,0.0,C1612185122,3161915.92,3479224.0,0,0
39,CASH_IN,286109.51,C364498832,6414296.9,6700406.41,C509492666,2076859.26,1790749.75,0,0
137,CASH_IN,88373.01,C856415474,607217.0,695590.01,C852034557,2029463.08,1941090.08,0,0
235,CASH_OUT,168547.81,C1263760183,276322.06,107774.25,C1995485855,434481.62,603029.43,0,0
135,PAYMENT,17126.85,C1947789458,0.0,0.0,M2030453718,0.0,0.0,0,0
374,PAYMENT,14191.68,C241174979,213231.0,199039.32,M1226141963,0.0,0.0,0,0
157,CASH_IN,113541.18,C1863814299,201391.0,314932.18,C433134137,0.0,0.0,0,0
135,TRANSFER,410464.11,C606815848,19175.21,0.0,C594416400,1664916.1,2075380.2,0,0
374,CASH_OUT,66991.42,C1120565506,171501.4,104509.97,C355133330,927617.15,994608.57,0,0
211,CASH_OUT,84990.18,C1742298831,53208.22,0.0,C1082191788,855480.06,940470.25,0,0
346,CASH_OUT,423835.56,C651545873,0.0,0.0,C388282257,681101.08,1104936.63,0,0
380,CASH_OUT,290449.67,C525770254,977.0,0.0,C1292969986,0.0,290449.67,0,0
376,PAYMENT,5817.34,C1984733289,59524.0,53706.66,M875194266,0.0,0.0,0,0
14,PAYMENT,2336.32,C2000526555,0.0,0.0,M1703272102,0.0,0.0,0,0
201,PAYMENT,19150.9,C206935208,0.0,0.0,M1380337179,0.0,0.0,0,0
347,CASH_IN,172384.65,C1451753132,10288.0,182672.65,C1548714886,36402.17,0.0,0,0
276,PAYMENT,10109.74,C1241072528,0.0,0.0,M2137355678,0.0,0.0,0,0
210,CASH_OUT,254484.25,C1887990529,0.0,0.0,C1319133620,856353.65,1110837.9,0,0
303,CASH_OUT,440268.33,C1639618955,40402.0,0.0,C1279498235,2941166.61,3381434.94,0,0
397,CASH_OUT,30819.94,C1040809524,0.0,0.0,C1558650837,1083519.97,1114339.91,0,0
260,PAYMENT,3265.82,C717345767,0.0,0.0,M1467506797,0.0,0.0,0,0
257,CASH_IN,145615.87,C958103659,99619.95,245235.82,C111496406,553722.34,408106.47,0,0
162,CASH_OUT,282309.61,C990222417,0.0,0.0,C394152665,2578619.07,2860928.68,0,0
422,PAYMENT,479.33,C1730449218,0.0,0.0,M994700936,0.0,0.0,0,0
136,PAYMENT,376.11,C2035355377,0.0,0.0,M1755638140,0.0,0.0,0,0
182,CASH_IN,171769.54,C841236353,1.12044281E7,1.137619765E7,C945396598,220886.67,49117.13,0,0
139,PAYMENT,3552.8,C1471683982,39821.09,36268.3,M1937911175,0.0,0.0,0,0
350,CASH_OUT,114585.38,C1957370451,0.0,0.0,C534094419,1433023.28,1547608.66,0,0
307,CASH_OUT,54678.29,C2081093820,0.0,0.0,C1574280614,719357.02,774035.3,0,0
136,DEBIT,1706.51,C991464940,99521.0,97814.49,C1074880780,250888.24,252594.76,0,0
129,CASH_OUT,190409.49,C1799454431,103572.0,0.0,C1543851010,7621730.96,7812140.45,0,0
378,CASH_OUT,125430.91,C1692275102,20229.0,0.0,C1044887601,0.0,125430.91,0,0
279,CASH_OUT,178386.69,C403050340,0.0,0.0,C1594768429,496682.62,675069.3,0,0
229,CASH_OUT,93143.15,C773842158,11211.0,0.0,C1447218435,339768.45,432911.6,0,0
141,PAYMENT,950.41,C1290196388,6470.0,5519.59,M1096919662,0.0,0.0,0,0
13,PAYMENT,13231.82,C464898773,1097894.32,1084662.5,M1339965300,0.0,0.0,0,0
8,TRANSFER,2452427.82,C1028499479,53202.0,0.0,C2090186380,0.0,2452427.82,0,0
134,CASH_OUT,612014.59,C813195929,0.0,0.0,C502590588,791333.33,1403347.92,0,0
279,PAYMENT,2800.45,C318374354,262658.15,259857.71,M513268215,0.0,0.0,0,0
163,TRANSFER,435274.08,C808351814,15416.0,0.0,C122764547,161540.89,596814.96,0,0
18,PAYMENT,16446.38,C143604342,56291.0,39844.62,M220708975,0.0,0.0,0,0
165,TRANSFER,2108471.4,C1707680299,0.0,0.0,C2090522627,3563039.94,5671511.34,0,0
202,PAYMENT,118.99,C1289284579,3068.0,2949.01,M114873479,0.0,0.0,0,0
328,CASH_IN,126756.86,C2010350664,566.0,127322.86,C1944994084,1750981.63,1624224.77,0,0
134,CASH_IN,404535.08,C476965786,1.225306493E7,1.265760001E7,C995880490,1.098383859E7,1.057930351E7,0,0
20,PAYMENT,9971.11,C1440977946,165.0,0.0,M1054788430,0.0,0.0,0,0
130,CASH_OUT,196555.77,C573466427,10391.0,0.0,C1686161343,0.0,196555.77,0,0
311,CASH_OUT,345131.66,C1996252758,0.0,0.0,C825240019,726226.63,1071358.29,0,0
331,PAYMENT,21987.07,C407982425,51259.0,29271.93,M593393169,0.0,0.0,0,0
332,TRANSFER,857584.15,C333985966,0.0,0.0,C1155717877,3101539.43,3959123.58,0,0
377,CASH_OUT,340666.0,C1229134197,0.0,0.0,C846616558,484227.18,824893.19,0,0
201,CASH_OUT,192052.87,C1188947403,0.0,0.0,C1017113849,8783018.41,8975071.28,0,0
205,PAYMENT,13061.32,C564434956,22524.0,9462.68,M1933214192,0.0,0.0,0,0
353,CASH_OUT,2834.93,C268902158,217329.0,214494.07,C2026534730,900447.19,903282.12,0,0
42,PAYMENT,2329.25,C2105454821,0.0,0.0,M1267786529,0.0,0.0,0,0
188,PAYMENT,8461.69,C1046346418,0.0,0.0,M483750016,0.0,0.0,0,0
8,PAYMENT,6340.07,C976535185,10745.0,4404.93,M497884015,0.0,0.0,0,0
43,PAYMENT,266.33,C848899102,22222.0,21955.67,M514813044,0.0,0.0,0,0
8,CASH_IN,117902.45,C650004759,2101208.87,2219111.32,C35534346,69904.74,0.0,0,0
299,CASH_OUT,123883.45,C718448908,0.0,0.0,C974312335,287511.17,411394.63,0,0
135,TRANSFER,63696.9,C2020679664,18119.0,0.0,C2082673014,67982.0,131678.9,0,0
236,CASH_OUT,346110.96,C811826109,313.0,0.0,C1842878464,12752.37,358863.34,0,0
187,CASH_OUT,105046.84,C615928226,24340.0,0.0,C1910689190,112658.96,217705.8,0,0
259,PAYMENT,322.6,C1647826157,5779.91,5457.31,M89813455,0.0,0.0,0,0
18,CASH_OUT,228511.85,C744924158,57999.0,0.0,C1645200623,485145.87,713657.71,0,0
254,PAYMENT,23473.76,C1102290404,51937.0,28463.24,M909716162,0.0,0.0,0,0
235,PAYMENT,5291.18,C1727686925,0.0,0.0,M1308018985,0.0,0.0,0,0
304,TRANSFER,2891316.49,C2054223667,0.0,0.0,C1111107262,1.169283722E7,2.85531537E7,0,0
163,CASH_OUT,202882.68,C718842730,0.0,0.0,C39968929,243037.0,445919.68,0,0
213,TRANSFER,466832.71,C145300067,32380.0,0.0,C1019409961,176297.15,643129.86,0,0
164,PAYMENT,15241.35,C2120086794,0.0,0.0,M1719626171,0.0,0.0,0,0
8,PAYMENT,3708.79,C1541934827,30919.0,27210.21,M886767934,0.0,0.0,0,0
38,CASH_IN,73032.54,C671401240,16604.0,89636.54,C8879870,0.0,0.0,0,0
285,PAYMENT,11623.34,C1620057226,12651.14,1027.8,M247166220,0.0,0.0,0,0
19,CASH_OUT,225723.33,C234592741,20524.0,0.0,C761467711,247333.43,465063.23,0,0
132,CASH_OUT,190739.67,C546506611,42129.0,0.0,C2115603376,21949.03,179011.82,0,0
201,CASH_IN,310530.18,C625275544,6286.0,316816.18,C2132457875,1285029.92,974499.74,0,0
332,CASH_IN,327756.45,C1688437031,68748.0,396504.45,C961982458,35977.43,0.0,0,0
138,CASH_IN,300466.85,C1054601339,1629774.29,1930241.14,C1308164363,583356.56,282889.71,0,0
285,CASH_IN,234614.72,C390086365,2538608.47,2773223.19,C556123745,1187503.9,952889.18,0,0
495,PAYMENT,3043.76,C342609310,0.0,0.0,M296908078,0.0,0.0,0,0
331,CASH_IN,120775.94,C1130176458,30886.0,151661.94,C51223816,34185.96,0.0,0,0
299,CASH_OUT,39818.72,C2087687355,49383.0,9564.28,C143559959,0.0,39818.72,0,0
686,CASH_IN,266153.11,C226962612,3090886.24,3357039.35,C659828020,270614.95,4461.84,0,0
250,PAYMENT,59748.05,C1205937295,23089.55,0.0,M1192701949,0.0,0.0,0,0
234,PAYMENT,10295.97,C2100797463,0.0,0.0,M2057759555,0.0,0.0,0,0
692,PAYMENT,6221.02,C72163432,0.0,0.0,M1840001080,0.0,0.0,0,0
686,CASH_OUT,61408.26,C874971477,1398.0,0.0,C1775314040,517483.17,578891.43,0,0
33,TRANSFER,236960.25,C4733314,0.0,0.0,C1761711704,962063.53,1199023.78,0,0
250,CASH_OUT,168345.92,C136810653,102583.0,0.0,C447137046,20372.81,188718.73,0,0
301,PAYMENT,8970.45,C45829738,0.0,0.0,M153774595,0.0,0.0,0,0
142,PAYMENT,5426.52,C503454430,620.5,0.0,M1177202554,0.0,0.0,0,0
204,CASH_OUT,88496.99,C2033364126,0.0,0.0,C2077993064,1469736.26,1558233.26,0,0
140,CASH_IN,39919.32,C1665322301,7772563.45,7812482.77,C1560312109,636971.17,597051.85,0,0
36,CASH_OUT,227190.32,C557323835,356082.67,128892.36,C2000626802,296868.27,524058.59,0,0
260,CASH_OUT,311057.18,C615841683,51256.0,0.0,C403263964,67347.09,378404.27,0,0
372,CASH_OUT,58352.55,C544953826,0.0,0.0,C1231476249,1.196615013E7,1.202450267E7,0,0
183,CASH_OUT,158391.65,C1389326443,61937.0,0.0,C675312125,0.0,158391.65,0,0
492,CASH_OUT,139075.85,C1994071695,0.0,0.0,C1361715336,300526.18,439602.03,0,0
153,PAYMENT,3352.03,C1007139738,0.0,0.0,M48028261,0.0,0.0,0,0
358,PAYMENT,3934.63,C928317946,31246.0,27311.37,M1846174113,0.0,0.0,0,0
179,CASH_OUT,255479.79,C1991647124,0.0,0.0,C1705263358,1191507.92,1446987.72,0,0
275,CASH_IN,49023.31,C927199099,926728.35,975751.66,C1328853094,427813.03,378789.73,0,0
177,CASH_IN,104396.16,C1369572589,4012009.1,4116405.26,C346059133,4173314.37,4068918.21,0,0
18,PAYMENT,4107.24,C924873000,20229.0,16121.76,M556857664,0.0,0.0,0,0
396,TRANSFER,430799.65,C826884326,10851.0,0.0,C1183852902,307117.76,737917.42,0,0
209,CASH_OUT,288062.95,C1198437067,304841.0,16778.05,C2113635316,841523.05,1129586.01,0,0
257,PAYMENT,3179.34,C203600008,182.0,0.0,M691040522,0.0,0.0,0,0
307,PAYMENT,20104.67,C1720722955,151388.39,131283.72,M664538644,0.0,0.0,0,0
186,CASH_OUT,224087.67,C994024214,11788.66,0.0,C1048515093,4534402.5,4758490.17,0,0
383,PAYMENT,11134.78,C2113593483,14729.51,3594.73,M1344138695,0.0,0.0,0,0
156,CASH_IN,55148.57,C672018110,9023.0,64171.57,C394530661,0.0,0.0,0,0
349,PAYMENT,74753.25,C829459756,182618.0,107864.75,M1748297754,0.0,0.0,0,0
347,CASH_OUT,93612.88,C65470883,0.0,0.0,C978800674,392386.35,485999.24,0,0
234,PAYMENT,13592.5,C1811424081,0.0,0.0,M1132525789,0.0,0.0,0,0
35,PAYMENT,16149.18,C480603000,0.0,0.0,M515492401,0.0,0.0,0,0
33,CASH_OUT,131507.12,C1271081638,0.0,0.0,C939107935,254988.75,386495.87,0,0
329,TRANSFER,127508.16,C1593894583,31760.98,0.0,C104890238,257322.42,384830.58,0,0
230,CASH_IN,78124.87,C679805019,52283.0,130407.87,C599976142,0.0,0.0,0,0
375,CASH_IN,139856.71,C1730804452,74454.0,214310.71,C650254206,1420776.3,1280919.59,0,0
258,CASH_OUT,17946.29,C1899981460,0.0,0.0,C1352023872,727762.44,875739.39,0,0
133,CASH_OUT,108885.57,C777618775,10396.0,0.0,C883554997,1477493.08,1586378.65,0,0
187,CASH_OUT,163793.99,C1328041371,0.0,0.0,C360236041,353713.04,517507.02,0,0
36,PAYMENT,48846.92,C701662993,26206.0,0.0,M1875277137,0.0,0.0,0,0
156,TRANSFER,603658.44,C1531043050,0.0,0.0,C1162407908,854086.77,1457745.21,0,0
182,TRANSFER,295530.06,C978777555,0.0,0.0,C460236142,1196457.01,1491987.07,0,0
282,PAYMENT,21285.17,C2002672387,0.0,0.0,M2026194228,0.0,0.0,0,0
373,PAYMENT,9510.13,C1216627894,10526.0,1015.87,M704810972,0.0,0.0,0,0
225,PAYMENT,63880.95,C730435850,797.0,0.0,M336496323,0.0,0.0,0,0
400,CASH_IN,144721.63,C1727813719,20621.0,165342.63,C987873558,1024964.02,880242.39,0,0
179,CASH_IN,66197.38,C2070866398,7746707.78,7812905.16,C1799551882,1844415.38,1778218.0,0,0
185,CASH_OUT,351346.65,C1064960350,20597.0,0.0,C366961414,999358.65,1350705.3,0,0
279,PAYMENT,17515.81,C628813524,513272.0,495756.19,M244907879,0.0,0.0,0,0
184,CASH_OUT,6832.14,C1652159749,0.0,0.0,C423758404,59156.49,65988.62,0,0
350,PAYMENT,2130.64,C2014103831,71086.22,68955.59,M943750594,0.0,0.0,0,0
235,CASH_OUT,257034.26,C1911396964,6924.0,0.0,C430885932,22521.74,279556.0,0,0
397,PAYMENT,4233.57,C1302402573,384.0,0.0,M338599132,0.0,0.0,0,0
187,CASH_IN,111965.46,C1979510701,1.45159284E7,1.462789385E7,C1553144043,1058580.01,1096909.1,0,0
357,PAYMENT,15441.67,C462854635,0.0,0.0,M1065321807,0.0,0.0,0,0
138,PAYMENT,36503.6,C815898419,0.0,0.0,M637963515,0.0,0.0,0,0
325,CASH_IN,209750.12,C2010407444,3026.0,212776.12,C230730399,373817.84,164067.73,0,0
372,PAYMENT,12992.37,C2094455312,0.0,0.0,M1974646272,0.0,0.0,0,0
153,CASH_IN,77801.09,C801782282,2109888.72,2187689.81,C1917629738,3952983.02,3875181.94,0,0
131,PAYMENT,20980.46,C1747839380,26137.0,5156.54,M1846646331,0.0,0.0,0,0
253,PAYMENT,5936.71,C1456052175,0.0,0.0,M1642037874,0.0,0.0,0,0
253,CASH_IN,83682.13,C2101693460,1.180957816E7,1.18932603E7,C625901069,6512776.11,6429093.97,0,0
234,CASH_IN,75702.48,C2135147975,3432324.16,3508026.64,C1851865346,674851.54,599149.06,0,0
302,CASH_OUT,131391.25,C1820540435,0.0,0.0,C1011240325,2338970.03,2470361.28,0,0
374,CASH_IN,109346.03,C10720346,1481655.93,1591001.96,C1692128035,1863890.06,1754544.03,0,0
20,PAYMENT,22309.08,C1973247157,122507.74,100198.66,M524889443,0.0,0.0,0,0
44,CASH_OUT,164778.31,C713359447,0.0,0.0,C1844393611,187221.34,351999.64,0,0
253,PAYMENT,70384.01,C91867840,216.0,0.0,M183385170,0.0,0.0,0,0
257,CASH_OUT,159790.68,C748102868,0.0,0.0,C1677214698,2836848.6,2996639.29,0,0
283,PAYMENT,33739.96,C875101116,0.0,0.0,M1312763435,0.0,0.0,0,0
34,CASH_OUT,528084.68,C1712449492,21181.0,0.0,C1663687715,1323144.43,1774486.82,0,0
251,PAYMENT,55651.53,C1164122847,50037.0,0.0,M84157503,0.0,0.0,0,0
595,PAYMENT,3063.14,C1065031357,42074.0,39010.86,M1598915318,0.0,0.0,0,0
205,CASH_IN,74952.3,C357964339,5292018.5,5366970.8,C369538133,4690182.61,4615230.31,0,0
259,CASH_OUT,33287.98,C274337431,0.0,0.0,C931485494,202484.25,235772.23,0,0
661,CASH_IN,113951.3,C1625829476,5068584.5,5182535.79,C1936976782,501494.61,387543.31,0,0
573,PAYMENT,17553.94,C1543669444,34842.0,17288.06,M1508952974,0.0,0.0,0,0
42,PAYMENT,2730.0,C1739182684,0.0,0.0,M1830971624,0.0,0.0,0,0
398,PAYMENT,1544.87,C778443494,0.0,0.0,M665708789,0.0,0.0,0,0
395,CASH_IN,353959.0,C1732272762,295881.0,649840.0,C734121035,0.0,0.0,0,0
18,PAYMENT,354.4,C2043223882,575678.99,575324.6,M584305787,0.0,0.0,0,0
522,DEBIT,2575.55,C2069481954,49632.0,47056.45,C1638500204,2918048.98,2920624.53,0,0
311,CASH_IN,76183.01,C1696979097,52139.0,128322.01,C2038650630,1631430.76,1555247.75,0,0
181,PAYMENT,19318.28,C673518952,0.0,0.0,M1640916843,0.0,0.0,0,0
211,CASH_OUT,112042.65,C1026258094,0.0,0.0,C1773211021,394719.35,506762.0,0,0
193,PAYMENT,13262.65,C1217491190,0.0,0.0,M116802424,0.0,0.0,0,0
235,CASH_OUT,89735.65,C2008325666,0.0,0.0,C1188354797,273451.4,363187.05,0,0
546,CASH_OUT,284374.91,C918223064,21104.0,0.0,C2123544451,1.127035206E7,1.155472697E7,0,0
179,PAYMENT,15957.65,C1194782867,0.0,0.0,M1369353202,0.0,0.0,0,0
346,CASH_IN,302355.72,C1070298335,10995.0,313350.72,C1432699209,0.0,0.0,0,0
13,CASH_OUT,174647.61,C2068029222,0.0,0.0,C2088980495,2522753.02,3004413.91,0,0
42,CASH_OUT,1012.17,C1340268448,186.0,0.0,C306371145,1049756.28,1050768.44,0,0
353,PAYMENT,12803.71,C48222640,0.0,0.0,M1279231498,0.0,0.0,0,0
178,CASH_IN,59656.97,C1371137318,1.926054873E7,1.932020569E7,C1747142722,252373.33,192716.37,0,0
130,CASH_OUT,195233.26,C517151330,9985.0,0.0,C1961959044,161940.18,357173.44,0,0
164,PAYMENT,14769.38,C1089722948,172006.77,157237.39,M1715755836,0.0,0.0,0,0
378,TRANSFER,608028.6,C969181859,0.0,0.0,C649750041,1236432.67,1844461.26,0,0
43,CASH_IN,352493.51,C553698823,959083.94,1311577.44,C2013321104,1008764.78,656271.27,0,0
397,PAYMENT,19274.53,C864835789,277836.93,258562.41,M1689761194,0.0,0.0,0,0
233,TRANSFER,140649.72,C1047869219,0.0,0.0,C1280512370,4817977.01,4958626.73,0,0
403,CASH_OUT,19495.8,C685057810,293157.0,273661.2,C520686768,142364.64,161860.44,0,0
